,Dimension,Error
0,2.713533614292858,0.029419797731516154
1,2.7241618162905317,0.025770202347801842
2,2.654890095447558,0.026587552760070136
3,2.691268480583339,0.035009273379695886
4,2.2652426043884075,0.10492940994185818
5,2.7365356314746854,0.026512273501878503
6,2.8137627595366026,0.028959928094799407
7,2.489018620701812,0.031985610700253984
8,2.642476164955954,0.029391999667165387
9,2.7111405160032915,0.024737564274545352
10,2.7904070972444184,0.022545963590389757
11,2.8187962320588515,0.026678338398998667
12,2.816657243679564,0.025039883647037634
13,2.7579973302629566,0.02879837807338434
14,2.6422683465811923,0.043077640978626486
15,2.6938007014253307,0.02514761114375028
16,2.7039683530060983,0.032739237218734694
17,2.7904811800152833,0.026003461619962302
18,2.7536673852228195,0.0307054836722335
19,2.6035855522861944,0.032395904582903805
20,2.6980541029734195,0.027688186097017176
21,2.5796338489149186,0.03903788291445188
22,2.6659549184120728,0.02557627768827123
23,2.744512204393354,0.027288298882709422
24,2.7128761308815954,0.028233807156127604
25,2.714208180359835,0.029204302180911804
26,2.666000804624644,0.029110842880957312
27,2.7733692042615523,0.02685092856965044
28,2.721388675341965,0.02570749821006313
29,2.6962170495954862,0.017346617519807178
30,2.708640358778293,0.02390455320143818
31,2.7485900484722103,0.029100499590549868
32,2.25023748025407,0.09545579104512006
33,2.6736469323208714,0.021958148950066383
34,2.2384508359738358,0.0988787861606633
35,2.7456225185894567,0.023201962564198125
36,2.530185854867745,0.03624703395617321
37,2.755920308184381,0.026550823273204925
38,2.6585437309079567,0.03063310762385181
39,2.6083683701929,0.02835699692313311
40,2.573115143211681,0.030098970290740785
41,2.710113899043819,0.026612922773797343
42,2.756578170878589,0.03125508989994812
43,2.8669907981172433,0.02506020519915157
44,2.709892515905577,0.029262544094408264
45,2.8070921889984524,0.025816280028987948
46,2.766093613054105,0.0298687967194289
47,2.812708378264946,0.02630812923071935
48,2.7094910971619055,0.030000240949326993
49,2.6362758427621906,0.03828450152917367
50,2.5051646941516053,0.03991191784114043
51,2.6600629736218235,0.02902488028949446
52,2.7344946603722247,0.03931475508622065
53,2.7312593962702523,0.03163956180237989
54,2.722087475467783,0.03549056289424097
55,2.758649471822246,0.026635626928917928
56,2.675398123649759,0.03580040224214267
57,2.767631513889027,0.028956366047682053
58,2.2120758087521515,0.09669607420159072
59,2.7732754978875693,0.03447300021509108
60,2.766100580960653,0.024021916198229635
61,2.7704105906432908,0.025448725077163354
62,2.738960554204681,0.026050577915575013
63,2.588116286869739,0.031217863529336212
64,2.7570943141280813,0.02280960308953778
65,2.708432253275192,0.030755071925729877
66,2.668678663919921,0.02881152332059854
67,2.602437331913221,0.023910860315794664
68,2.630888846918388,0.027269034703063598
69,2.787839697138098,0.02867051336542925
